author	publication_year	title	subject_topic
Watson, Robert (1730-1781)	1816	Historia om Philip den andre konung i Spanien af Rob. Watson öfversatt med några tilläggningar af Wilh. Luth. =Skara. 1-4. 1813-17.=	NA
Watson, Robert (1730-1781)	1817	Historia om Philip den andre konung i Spanien af Rob. Watson öfversatt med några tilläggningar af Wilh. Luth. =Skara. 1-4. 1813-17.=	NA
Sprinchorn, Gustaf (1780-1823)	1816	Osmanernas historia, sammandragen af Gustaf Sprinchorn ... Stockholm, tryckt hos A. Gadelius. =1. 1816.=	NA
NA	1770	Tankar, rörande de turkiska wapnens framgång i det emot Ryszland sidst började kriget, förestälde uti trenne bref (). =(Rubr.)= =Stockholm. 1-2. 1770.=	NA
NA	1770	Tankar, rörande de turkiska wapnens framgång i det emot Ryszland sidst började kriget, förestälde uti trenne bref (). =(Rubr.)= =Stockholm. 1-2. 1770.=	NA
NA	1763	Greinir or þeim gaumlu saugum, laugum og iþrotter. Flockr. I/II/III. Oder Nachlese von alten und neuen, fremden und eigenen, einheimischen und ausländischen, Abhandlungen, Anmerckungen, ungedruckten und seltenen gedruckten Sachen	NA
NA	1764	Greinir or þeim gaumlu saugum, laugum og iþrotter. Flockr. I/II/III. Oder Nachlese von alten und neuen, fremden und eigenen, einheimischen und ausländischen, Abhandlungen, Anmerckungen, ungedruckten und seltenen gedruckten Sachen	NA
NA	1765	Greinir or þeim gaumlu saugum, laugum og iþrotter. Flockr. I/II/III. Oder Nachlese von alten und neuen, fremden und eigenen, einheimischen und ausländischen, Abhandlungen, Anmerckungen, ungedruckten und seltenen gedruckten Sachen	NA
Unger, Friederike Helene (1741-1813)	1786	Anecdoter om konung Fredrich den andre. Öfversättning. =Anon=. =1-6. 1786-87.=	NA
Unger, Friederike Helene (1741-1813)	1787	Anecdoter om konung Fredrich den andre. Öfversättning. =Anon=. =1-6. 1786-87.=	NA
Unger, Friederike Helene (1741-1813)	1786	Anecdoter om konung Fredrich den andre. Öfversättning. =Anon=. =1-6. 1786-87.=	NA
Unger, Friederike Helene (1741-1813)	1786	Anecdoter om konung Fredrich den andre. Öfversättning. =Anon=. =1-6. 1786-87.=	NA
Unger, Friederike Helene (1741-1813)	1786	Anecdoter om konung Fredrich den andre. Öfversättning. =Anon=. =1-6. 1786-87.=	NA
Unger, Friederike Helene (1741-1813)	1786	Anecdoter om konung Fredrich den andre. Öfversättning. =Anon=. =1-6. 1786-87.=	NA
Louvet De Couvray, Jean Baptiste (1760-1797)	1797	Franska medborgaren Louvets öden. Öfversättning./(Johan Baptist Louvet.) Stockholm, tryckt hos Anders Zetterberg. =1-2. 1797-98.=	NA
Louvet De Couvray, Jean Baptiste (1760-1797)	1798	Franska medborgaren Louvets öden. Öfversättning./(Johan Baptist Louvet.) Stockholm, tryckt hos Anders Zetterberg. =1-2. 1797-98.=	NA
NA	1766	Store och namnkunnige generalers lefwerne och fälttåg. Stockholm, tryckt hos Peter Hesselberg. =1. 1766.=	NA
NA	1755	Stockholms historiska bibliotek. Stockholm, tryckt hos Peter Jör. Nyström. =1. 1755.=	NA
NA	1762	Nya svenska biblioteket, utgifvit af Carl Christof. Gjörwell. Stockholm, tryckt hos Peter Hesselberg. =1-3. 1761-65.=	NA
NA	1762	Nya svenska biblioteket, utgifvit af Carl Christof. Gjörwell. Stockholm, tryckt hos Peter Hesselberg. =1-3. 1761-65.=	NA
NA	1763	Nya svenska biblioteket, utgifvit af Carl Christof. Gjörwell. Stockholm, tryckt hos Peter Hesselberg. =1-3. 1761-65.=	NA
NA	1768	Kongl. bibliotekets handlingar. Stockholm, trykt [2:] tryckt hos Johan Georg Lange. =1-2. 1768-69.=	NA
NA	1769	Kongl. bibliotekets handlingar. Stockholm, trykt [2:] tryckt hos Johan Georg Lange. =1-2. 1768-69.=	NA
NA	1775	Historiskt archivum, innehållande märkwärdigheter, uplysningar och anecdoter i swenska historien. Stockholm, tryckt hos assessoren Johan Pfeiffer. =1-6. 1774-76.=	NA
NA	1776	Historiskt archivum, innehållande märkwärdigheter, uplysningar och anecdoter i swenska historien. Stockholm, tryckt hos assessoren Johan Pfeiffer. =1-6. 1774-76.=	NA
NA	1776	Historiskt archivum, innehållande märkwärdigheter, uplysningar och anecdoter i swenska historien. Stockholm, tryckt hos assessoren Johan Pfeiffer. =1-6. 1774-76.=	NA
NA	1776	Historiskt archivum, innehållande märkwärdigheter, uplysningar och anecdoter i swenska historien. Stockholm, tryckt hos assessoren Johan Pfeiffer. =1-6. 1774-76.=	NA
NA	1787	Handlingar til uplysning af swenska krigs-historien. =Stockholm. 1-2. 1787-88.=	NA
NA	1788	Handlingar til uplysning af swenska krigs-historien. =Stockholm. 1-2. 1787-88.=	NA
NA	1786	Handlingar uti swenska historien, utgifne utur Upfostrings sälskapets bibliothek. Stockholm, tryckte hos Anders Jac. Nordström. =1. 1786.=	NA
NA	1767	Historiska märkwärdigheter, till uplysning af swenska häfder. =Stockholm. 1-4. 1767-68.=	NA
NA	1767	Historiska märkwärdigheter, till uplysning af swenska häfder. =Stockholm. 1-4. 1767-68.=	NA
NA	1781	Historiska märkwärdigheter, til uplysning af swenska häfder. =2. uppl. Stockholm. 1-4. 1768-81.=	NA
NA	1793	Historiska samlingar. =Stockholm. 1-5. 1793-1822.=	NA
NA	1793	Historiska samlingar. =Stockholm. 1-5. 1793-1822.=	NA
NA	1793	Historiska samlingar. =Stockholm. 1-5. 1793-1822.=	NA
NA	1793	Historiska samlingar. =Stockholm. 1-5. 1793-1822.=	NA
NA	1793	Historiska samlingar. =Stockholm. 1-5. 1793-1822.=	NA
NA	1829	DelaGardiska archivet eller handlingar ur grefl. DelaGardiska bibliotheket på Löberöd. Utgifvet af P. Wieselgren. Lund, tryckt uti Berlingska boktryckeriet. =1. 1829.=	NA
Fant, Eric Michael (1754-1817)	1807	Utkast til föreläsningar öfver svenska historien af Eric Michaël Fant. Andra uplagan. Stockholm, tryckt hos directeuren Joh. A. Carlbohm. =1. 1807	NA
Lehnberg, Magnus (1758-1808)	1825	M. Lehnbergs Gedächtniszreden über Birger Jarl und Carl Carlson Gyllenhjelm mit der Eintritsrede des Verfassers in die schwedische Akademie den 17:ten Martii 1790 aus dem Schwedischen ins Deutsche übersetzt von G.G. Bauch ... Lund. Gedruckt	NA
Schiller, Friedrich Von (1759-1805)	1824	Historia om trettio-åriga kriget; af Fredric Schiller ... Öfversättning. Andra upplagan. Stockholm. Tryckt hos direct. H.A. Nordström. På eget förlag. =1-4. 1824-27.=	Trettioåriga kriget 1618-1648
Schiller, Friedrich Von (1759-1805)	1825	Historia om trettio-åriga kriget; af Fredric Schiller ... Öfversättning. Andra upplagan. Stockholm. Tryckt hos direct. H.A. Nordström. På eget förlag. =1-4. 1824-27.=	Trettioåriga kriget 1618-1648
Schiller, Friedrich Von (1759-1805)	1827	Historia om trettio-åriga kriget; af Fredric Schiller ... Öfversättning. Andra upplagan. Stockholm. Tryckt hos direct. H.A. Nordström. På eget förlag. =1-4. 1824-27.=	Trettioåriga kriget 1618-1648
Schiller, Friedrich Von (1759-1805)	1827	Historia om trettio-åriga kriget; af Fredric Schiller ... Öfversättning. Andra upplagan. Stockholm. Tryckt hos direct. H.A. Nordström. På eget förlag. =1-4. 1824-27.=	Trettioåriga kriget 1618-1648
NA	1819	Handlingar hörande till konung Carl XII:s historia. =Stockholm. 1-4. 1819-26.=	NA
NA	1820	Handlingar hörande till konung Carl XII:s historia. =Stockholm. 1-4. 1819-26.=	NA
NA	1824	Handlingar hörande till konung Carl XII:s historia. =Stockholm. 1-4. 1819-26.=	NA
NA	1826	Handlingar hörande till konung Carl XII:s historia. =Stockholm. 1-4. 1819-26.=	NA
NA	1764	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1764	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1765	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1766	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1766	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1767	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1769	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1769	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1772	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1774	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
NA	1774	Handlingar til konung Carl XI:tes historia. =Stockholm. 1-15. 1763-74.=	NA
Dryander, Jonas Johansson (1670-1707)	1758	Konung Carl XII. Historia i kort begrep. Öfwersatt ifrån fransöskan. Andra gången uplagd. =Anon=. Stockholm, tryckt uti kongl. tryckeriet. =1-2. 1758.=	NA
Dryander, Jonas Johansson (1670-1707)	1758	Konung Carl XII. Historia i kort begrep. Öfwersatt ifrån fransöskan. Andra gången uplagd. =Anon=. Stockholm, tryckt uti kongl. tryckeriet. =1-2. 1758.=	NA
Grimarest, Jean Léonor Le Gallois De (1659-1713)	1707	Les campagnes de Charles XII. Roi de Suede./(De Grimarest.) A Stokolm, chez Baltazar Lancelot, à la victoire. =1-2. 1707.=	NA
Grimarest, Jean Léonor Le Gallois De (1659-1713)	1707	Les campagnes de Charles XII. Roi de Suede./(De Grimarest.) A Stokolm, chez Baltazar Lancelot, à la victoire. =1-2. 1707.=	NA
Archenholtz, Johann Wilhelm Von (1743-1812)	1796	Historia om sju-åriga kriget, som börjades år 1756, och slutades år 1763; af J.V. von Archenholz ... Öfversättning. Stockholm, tryckt hos Henrik Andersson Nordström. =1-2. 1796.=	NA
Granberg, Per Adolf (1770-1841)	1810	Historisk tafla af f.d. konung Gustaf IV. Adolfs sednaste regerings-år med bilagor. Andra upplagan. Stockholm, tryckt i Elméns och Granbergs tryckeri. =1. 1810.=	NA
Strinnholm, Anders Magnus (1786-1862)	1821	Namnkunniga svenska fältherrars lefverne. =Anon.= Stockholm, hos Zacharias Haeggström. =1. 1821.=	NA
Strinnholm, Anders Magnus (1786-1862)	1821	Kongliga rådet fältmarskalken och grefven Magnus Stenbocks lefverneshistoria. =Anon.= Stockholm, hos Ernst Ad. Ortman. =1-2. 1821.=	NA
Strinnholm, Anders Magnus (1786-1862)	1821	Kongliga rådet fältmarskalken och grefven Magnus Stenbocks lefverneshistoria. =Anon.= Stockholm, hos Ernst Ad. Ortman. =1-2. 1821.=	NA
NA	1807	Samling, hwaruti äro under allmänna lagens balkar, capitel och paragrapher uptagne sådane til efterlefnad nu gällande författningar och stadgar, hwilka antingen ändra eller förklara sjelfwa lagen i åtskillige rum, eller ock angå ämnen	NA
NA	1807	Samling, hwaruti äro under allmänna lagens balkar, capitel och paragrapher uptagne sådane til efterlefnad nu gällande författningar och stadgar, hwilka antingen ändra eller förklara sjelfwa lagen i åtskillige rum, eller ock angå ämnen	NA
Philipson, Lorens Münter (1765-1851)	1803	Försök til Bonapartes historia; enligt de mest troverdiga underrättelser. Af L.M. Philipson. =Stockholm. 1-2. 1803-04.=	NA
Philipson, Lorens Münter (1765-1851)	1804	Försök til Bonapartes historia; enligt de mest troverdiga underrättelser. Af L.M. Philipson. =Stockholm. 1-2. 1803-04.=	NA
Elmén, Carl (1774-1812)	1809	Kejsarinnan Catarina II:s lefverne. Utgifvet af Carl Elmén. Stockholm, tryckt hos Carl Delén. =1-2. 1809.=	NA
Elmén, Carl (1774-1812)	1809	Kejsarinnan Catarina II:s lefverne. Utgifvet af Carl Elmén. Stockholm, tryckt hos Carl Delén. =1-2. 1809.=	NA
NA	1811	Anmärkningar till Svea rikes lag. =Lund. 1-2. 1811.=	NA
NA	1811	Anmärkningar till Svea rikes lag. =Lund. 1-2. 1811.=	NA
Holmbergson, Johan (1764-1842)	1825	Strödda anmärkningar om lagens rätta förstånd och tillämpning, såsom bilagor till offenteliga föreläsningar af J. Holmbergson ... Lund. Tryckt uti Berlingska boktryckeriet. =1. 1825.=	NA
Flintberg, Jacob Albrecht (1751-1804)	1788	Bruks-idkares städers och borgerskaps ömse förmoner och skyldigheter, i stöd af författningar. Utgifne af Jacob Albrecht Flintberg. ... Stockholm. Tryckt hos controlleuren C.G. Cronland. =1-2. 1788-89.=	NA
Flintberg, Jacob Albrecht (1751-1804)	1789	Bruks-idkares städers och borgerskaps ömse förmoner och skyldigheter, i stöd af författningar. Utgifne af Jacob Albrecht Flintberg. ... Stockholm. Tryckt hos controlleuren C.G. Cronland. =1-2. 1788-89.=	NA
Schubert, Friedrich Wilhelm Von (1788-1856)	1822	Sweriges kyrko-författning och lärowerk, för äldre och nyare tid beskrefne, af Fredr. Wilh. von Schubert ... Öfwersättning med anmärkningar och tillägg af Abr. Z. Pettersson ... Lund, tryckt i Berlingska boktryckeriet. =1-2. 1822-25.=	NA
Schubert, Friedrich Wilhelm Von (1788-1856)	1825	Sweriges kyrko-författning och lärowerk, för äldre och nyare tid beskrefne, af Fredr. Wilh. von Schubert ... Öfwersättning med anmärkningar och tillägg af Abr. Z. Pettersson ... Lund, tryckt i Berlingska boktryckeriet. =1-2. 1822-25.=	NA
NA	1803	Ecclesiastike handlingar, utgifne i Stockholm af Nils Törnell. ... Med kongl. maj:ts allernådigste privilegio. Stockholm, tryckte hos C.F. Marquard. =1. 1803.=	NA
NA	1794	Krigs-samlingar. =Stockholm. 1-4. 1794-98.=	NA
NA	1794	Krigs-samlingar. =Stockholm. 1-4. 1794-98.=	NA
NA	1794	Krigs-samlingar. =Stockholm. 1-4. 1794-98.=	NA
NA	1794	Krigs-samlingar. =Stockholm. 1-4. 1794-98.=	NA
NA	1804	Krigs-samlingar. Utgifne af Georg Adlersparre. Andra uplagan. Stockholm, tryckt hos H.A. Nordström. =3. 1804.=	NA
NA	1815	Svenska krigsmanna sällskapets handlingar år 1800. Tredje upplagan. Stockholm, tryckte hos Carl Delén. =2. 1815.=	NA
Sinclair, Carl Gideon (1730-1803)	1773	Institutions militaires ou traité élémentaire de tactique. Précédé d'un discours sur la théorie de l'art militaire./(Le bar. de Sinclaire.) Aux Deux- Ponts, a l'imprimerie ducale, & se trouve: chez Lacombe, libraire, à Paris. Marchal	NA
Sinclair, Carl Gideon (1730-1803)	1773	Institutions militaires ou traité élémentaire de tactique. Précédé d'un discours sur la théorie de l'art militaire./(Le bar. de Sinclaire.) Aux Deux- Ponts, a l'imprimerie ducale, & se trouve: chez Lacombe, libraire, à Paris. Marchal	NA
Sinclair, Carl Gideon (1730-1803)	1773	Institutions militaires ou traité élémentaire de tactique. Précédé d'un discours sur la théorie de l'art militaire./(Le bar. de Sinclaire.) Aux Deux- Ponts, a l'imprimerie ducale, & se trouve: chez Lacombe, libraire, à Paris. Marchal	NA
NA	1822	Infanterie-reglemente för finska militairen. =1-3. 1817-22.=	NA
NA	1822	Infanterie-reglemente för finska militairen. =1-3. 1817-22.=	NA
NA	1817	Infanterie-reglemente för finska militairen. =1-3. 1817-22.=	NA
NA	1819	Kongl. maj:ts nådiga tjenstgörings-reglemente för dess armee. =Stockholm. 1-4. 1819.=	NA
NA	1819	Kongl. maj:ts nådiga tjenstgörings-reglemente för dess armee. =Stockholm. 1-4. 1819.=	NA
NA	1819	Kongl. maj:ts nådiga tjenstgörings-reglemente för dess armee. =Stockholm. 1-4. 1819.=	NA
NA	1819	Kongl. maj:ts nådiga tjenstgörings-reglemente för dess armee. Stockholm. 1-4. 1819	NA
Isander, Lars Jacob (1787-1833)	1825	Föreläsningar öfver artilleriet, vid kongl. artilleri-läroverket på Marieberg; af J. Isander. ... Stockholm. Hos [2-4:] Stockholm, hos P.A. Norstedt & söner. =1-4. 1825-29.=	NA
Isander, Lars Jacob (1787-1833)	1825	Föreläsningar öfver artilleriet, vid kongl. artilleri-läroverket på Marieberg; af J. Isander. ... Stockholm. Hos [2-4:] Stockholm, hos P.A. Norstedt & söner. =1-4. 1825-29.=	NA
Isander, Lars Jacob (1787-1833)	1827	Föreläsningar öfver artilleriet, vid kongl. artilleri-läroverket på Marieberg; af J. Isander. ... Stockholm. Hos [2-4:] Stockholm, hos P.A. Norstedt & söner. =1-4. 1825-29.=	NA
Isander, Lars Jacob (1787-1833)	1829	Föreläsningar öfver artilleriet, vid kongl. artilleri-läroverket på Marieberg; af J. Isander. ... Stockholm. Hos [2-4:] Stockholm, hos P.A. Norstedt & söner. =1-4. 1825-29.=	NA
Holthusen, Carl Johan Von (1715-1791)	1771	Regements-detaillen eller Militaire anmärkningar, wid hwar och ens syszla innom et regemente-infanterie. Författade af C.J. v. H. =Stockholm. 1-2. 1771-72.=	NA
Holthusen, Carl Johan Von (1715-1791)	1772	Regements-detaillen eller Militaire anmärkningar, wid hwar och ens syszla innom et regemente-infanterie. Författade af C.J. v. H. =Stockholm. 1-2. 1771-72.=	NA
NA	1793	=Wårt århundrades brändmärke. Götheborg. 1-2. 1793=	NA
Tornqvist, Carl Gustaf (1757-1808)	1788	Utkast till swenska flottans sjö-tåg af Carl Gustaf Tornquist ... =Stockholm. 1-2. 1788=	NA
Tornqvist, Carl Gustaf (1757-1808)	1788	Utkast till swenska flottans sjö-tåg af Carl Gustaf Tornquist ... =Stockholm. 1-2. 1788=	NA
Aurén, Pehr (1761-1842)	1819	Den återställda bibliska kalenderns gemara, såsom bidrag till förslaget om en förbättrad årsform. =Anon.= Hernösand, tryckt hos Jonas Svedbom. =1, 3-4. 1819-27=	NA
Aurén, Pehr (1761-1842)	1821	Den återställda bibliska kalenderns gemara, såsom bidrag till förslaget om en förbättrad årsform. =Anon.= Hernösand, tryckt hos Jonas Svedbom. =1, 3-4. 1819-27=	NA
Aurén, Pehr (1761-1842)	1827	Den återställda bibliska kalenderns gemara, såsom bidrag till förslaget om en förbättrad årsform. =Anon.= Hernösand, tryckt hos Jonas Svedbom. =1, 3-4. 1819-27=	NA
Ferri, Giovanni Di S Constant (1755-1830)	1808	London och engelska nationen. En statistisk och moralisk beskrifning af I. L. Ferri de s:t Constant. Fri öfversättning i sammandrag från tyskan af Is. Biberg. Linköping, Groth och Petre. =1-4. 1808=	NA
Kotzebue, August Von (1761-1819)	1806	Beskrifning om Paris af Aug. von Kotzebue. Under dess vistande derstädes år 1804. Öfversättning af H.A. Kullberg. Örebro, tryckt hos Nils Magnus Lindh. =1-3. 1806=	NA
Kotzebue, August Von (1761-1819)	1806	Beskrifning om Paris af Aug. von Kotzebue. Under dess vistande derstädes år 1804. Öfversättning af H.A. Kullberg. Örebro, tryckt hos Nils Magnus Lindh. =1-3. 1806=	NA
NA	1799	London och Paris, samt andre märkwärdige städer och orter, innehållande: beskrifning om desamma och berättelse om deras inwånares tänke- och lefnads-sätt. Stockholm, tryckt hos H.A. Nordström. =1. 1799=	NA
Meiners, Christoph (1747-1810)	1789	Qwinno-könets historia. Stockholm, tryckt hos And. Jac. Nordström. =1. 1789=	NA
Clewberg, Nils Christopher (1752-1812)	1807	Utkast till christna guda-lärans historia, hvari dess vigtigaste lärosatser affattas till deras uppkomst och förändringar uti olika åldrar, intill närvarande. Af Nils Christopher Clewberg ... Upsala, tryckt hos Joh. Fr. Edman, k.a. boktr	NA
Ekmarck, Anders (1741-1822)	1818	Christna religionens märkligaste befordrare och fördelar emot uppenbara förföljare och bedrägliga medhållare, från apostlarnes till wår tid. Af Anders Ekmarck ... Strengnäs, tryckt hos Carl Erik Ekmarck. =1-2. 1818=	NA
Ekmarck, Anders (1741-1822)	1818	Christna religionens märkligaste befordrare och fördelar emot uppenbara förföljare och bedrägliga medhållare, från apostlarnes till wår tid. Af Anders Ekmarck ... Strengnäs, tryckt hos Carl Erik Ekmarck. =1-2. 1818=	NA
Zur Linden, Johann Georg (1727-1741)	1739	Kortt inledning til Nya testamentets kyrko-historia, efter herr Johann Hübners method, vngdomen til tienst och nytto inrättad. Från tyska på swenska språket öfwersatt./(Joh. Georg zur Linden.) =Göteborg. 1-2. 1739-44=	NA
Zur Linden, Johann Georg (1727-1741)	1744	Kortt inledning til Nya testamentets kyrko-historia, efter herr Johann Hübners method, vngdomen til tienst och nytto inrättad. Från tyska på swenska språket öfwersatt./(Joh. Georg zur Linden.) =Göteborg. 1-2. 1739-44=	NA
Llorente, Juan Antonio (1756-1823)	1826	Påfvarnes historia. Ifrån den heliga stolens upprättande i Rom, till närvarande tid. Af Juan Antonio Llorente ... Öfversättning efter originalet. Stockholm, Georg Scheutz. =1-3. 1826-27=	NA
Llorente, Juan Antonio (1756-1823)	1826	Påfvarnes historia. Ifrån den heliga stolens upprättande i Rom, till närvarande tid. Af Juan Antonio Llorente ... Öfversättning efter originalet. Stockholm, Georg Scheutz. =1-3. 1826-27=	NA
Llorente, Juan Antonio (1756-1823)	1827	Påfvarnes historia. Ifrån den heliga stolens upprättande i Rom, till närvarande tid. Af Juan Antonio Llorente ... Öfversättning efter originalet. Stockholm, Georg Scheutz. =1-3. 1826-27=	NA
Neander, August (1789-1850)	1828	Den christna religionens och kyrkans allmänna historia, af dr. August Neander. Första delen, hwilken innefattar de tre första århundradenas historia. Öfwersättning. =1-2. 1828-29=	NA
Neander, August (1789-1850)	1829	Den christna religionens och kyrkans allmänna historia, af dr. August Neander. Första delen, hwilken innefattar de tre första århundradenas historia. Öfwersättning. =1-2. 1828-29=	NA
Thomaeus, Jöran Jacob (1786-1845)	1827	Märkwärdigheter utur allmänna kyrko- historien, en läsbok för alla folk-klasser, af J.J. Thomæus. Götheborg, tryckt hos L. Torbjörnsson [2:] Torbjörnszon. På A. Ericssons förlag. =1-2. 1827=	NA
Thomaeus, Jöran Jacob (1786-1845)	1827	Märkwärdigheter utur allmänna kyrko- historien, en läsbok för alla folk-klasser, af J.J. Thomæus. Götheborg, tryckt hos L. Torbjörnsson [2:] Torbjörnszon. På A. Ericssons förlag. =1-2. 1827=	NA
Thym, Johann Friedrich Wilhelm (1768-1803)	1819	Historisk utweckling af christna kyrkans och religionens öden, för bildade christna; af Johan Fredrik Wilhelm Thym ... Öfwersättning från tyskan af Carl Christian Lilljenwalldh. Stockholm, tryckt hos direct. Henrik A. Nordström. På mag	NA
Thym, Johann Friedrich Wilhelm (1768-1803)	1819	Historisk utweckling af christna kyrkans och religionens öden, för bildade christna; af Johan Fredrik Wilhelm Thym ... Öfwersättning från tyskan af Carl Christian Lilljenwalldh. Stockholm, tryckt hos direct. Henrik A. Nordström. På mag	NA
Thym, Johann Friedrich Wilhelm (1768-1803)	1820	Historisk utweckling af christna kyrkans och religionens öden, för bildade christna; af Johan Fredrik Wilhelm Thym ... Öfwersättning från tyskan af Carl Christian Lilljenwalldh. Stockholm, tryckt hos direct. Henrik A. Nordström. På mag	NA
Stagnelius, Erik Johan (1793-1823)	1821	Liljor i Saron. =Anon.= =Stockholm. 1-2. 1821.= 8:o, [2:	NA
Stagnelius, Erik Johan (1793-1823)	1821	Liljor i Saron. =Anon.= =Stockholm. 1-2. 1821.= 8:o, [2:	NA
Oldendorp, Christian Georg Andreas (1721-1787)	1786	C.G.A. Oldendorps Historiska beskrifning öfwer ewangeliske brödernas miszions-arbete på caraibiske öarne St. Thomas St. Croix och St. Jan. Öfwersättning. =Stockholm. 1-2. 1786-88=	NA
Oldendorp, Christian Georg Andreas (1721-1787)	1732	C.G.A. Oldendorps Historiska beskrifning öfwer ewangeliske brödernas miszions-arbete på caraibiske öarne St. Thomas St. Croix och St. Jan. Öfwersättning. =Stockholm. 1-2. 1786-88=	NA
Celsius, Olof (1716-1794)	1767	Svea rikes kyrko-historia ur de bästa den äldre tidens handlingar sammanletad af Olof Celsius. Trykt i Stockholm hos Peter Hesselberg. =1. 1767=	NA
Elmén, Carl (1774-1812)	1811	Några underrättelser om Ryssland, af Carl Elmén. =Stockholm. 1-2. 1809-11.=	NA
NA	1804	Samling af smärre historiska afhandlingar. Walde och öfwersatte af C. Weltzin. Stockholm, tryckt hos Henrik And. Nordström. =1. 1804.=	NA
Spegel, Haquin (1645-1714)	1708	=Then swenska kyrkio historian.=/(Hq. Sp.) =Linköping. 1-2. 1708, 1707.=	NA
Spegel, Haquin (1645-1714)	1707	=Then swenska kyrkio historian.=/(Hq. Sp.) =Linköping. 1-2. 1708, 1707.=	NA
Ewald, Johannes (1743-1781)	1815	Johannes Ewalds Udvalgte Skrifter. Med h.M. Kongens allernaadigste Privilegium. Götheborg. Geo. Löwegren. =1. 1815=	NA
Wessel, Johan Herman (1742-1785)	1815	Joh. Herm. Wessels Udvalgte Skrifter. Med h.M. Kongens allernaadigste Privilegium. Götheborg. Geo. Löwegren. =1. 1815=	NA
Tullin, Christian Braunmann (1728-1765)	1815	Christ. Br. Tullins Udvalgte Digte. Med h.M. Kongens allernaadigste Privilegium. Götheborg. Geo. Löwegren. =1. 1815=	NA
NA	1815	Danske Klassikere. Götheborg. Geo. Löwegren. =1-4. 1815=	NA
NA	1815	Danske Klassikere. Götheborg. Geo. Löwegren. =1-4. 1815=	NA
NA	1815	Danske Klassikere. Götheborg. Geo. Löwegren. =1-4. 1815=	NA
NA	1815	Danske Klassikere. Götheborg. Geo. Löwegren. =1-4. 1815=	NA
NA	1774	English miscellanies, from the best and most renowned authors: the writings digested into a natural order, for facilitating the unterstanding [!] and improvement of particular proficients in the language; and for this purpose, the most	NA
NA	1780	English miscellanies, from the best and most renowned authors: the writings digested into a natural order, for facilitating the unterstanding [!] and improvement of particular proficients in the language; and for this purpose, the most	NA
NA	1783	Lecture agréable pour les enfans et particulierement à l'usage de ceux qui aprennent la langue françoise à d'autres, d'autres, ou par leur aplication privée. Stockholm. Chez Pierre Hesselberg. =1. 1783=	NA
Florian, Jean Pierre Claris De (1755-1794)	1812	Gonzalve de Cordoue, ou Grenade reconquise. Par m. de Florian. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-2. 1812=	NA
Florian, Jean Pierre Claris De (1755-1794)	1812	Gonzalve de Cordoue, ou Grenade reconquise. Par m. de Florian. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-2. 1812=	NA
Florian, Jean Pierre Claris De (1755-1794)	1812	Numa Pompilius, second roi de Rome. Par m. de Florian. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-2. 1812=	NA
Florian, Jean Pierre Claris De (1755-1794)	1812	Numa Pompilius, second roi de Rome. Par m. de Florian. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-2. 1812=	NA
Rousseau, Jean Jacques (1712-1778)	1812	Les confessions de J.J. Rousseau ... Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-4. 1812=	NA
Rousseau, Jean Jacques (1712-1778)	1812	Les confessions de J.J. Rousseau ... Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-4. 1812=	Authors, French
Rousseau, Jean Jacques (1712-1778)	1812	Les confessions de J.J. Rousseau ... Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-4. 1812=	NA
Rousseau, Jean Jacques (1712-1778)	1812	Les confessions de J.J. Rousseau ... Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-4. 1812=	NA
Racine, Jean (1639-1699)	1813	Théatre et oeuvres diverses de Jean Racine. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-3. 1813=	NA
Racine, Jean (1639-1699)	1813	Théatre et oeuvres diverses de Jean Racine. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-3. 1813=	NA
Racine, Jean (1639-1699)	1813	Théatre et oeuvres diverses de Jean Racine. Avec privilége du roi. Stockholm, de l'imprimerie d'Olave Grahn. =1-3. 1813=	NA
