author	publication_year	title	subject_topic
Breton De La Martinière, Jean Baptiste Joseph (1777-1852)	1819	Spanien och Portugal, eller Innevånarnes seder, bruk och klädedrägter i dessa konungariken, tillika med deras historia i sammandrag; af m. Breton. Med ritningar i stentryck. Öfversättning. Stockholm. Tryckt hos direct. Henrik A. Nordström	NA
Breton De La Martinière, Jean Baptiste Joseph (1777-1852)	1819	Spanien och Portugal, eller Innevånarnes seder, bruk och klädedrägter i dessa konungariken, tillika med deras historia i sammandrag; af m. Breton. Med ritningar i stentryck. Öfversättning. Stockholm. Tryckt hos direct. Henrik A. Nordström	NA
Breton De La Martinière, Jean Baptiste Joseph (1777-1852)	1819	Spanien och Portugal, eller Innevånarnes seder, bruk och klädedrägter i dessa konungariken, tillika med deras historia i sammandrag; af m. Breton. Med ritningar i stentryck. Öfversättning. Stockholm. Tryckt hos direct. Henrik A. Nordström	NA
Breton De La Martinière, Jean Baptiste Joseph (1777-1852)	1820	Spanien och Portugal, eller Innevånarnes seder, bruk och klädedrägter i dessa konungariken, tillika med deras historia i sammandrag; af m. Breton. Med ritningar i stentryck. Öfversättning. Stockholm. Tryckt hos direct. Henrik A. Nordström	NA
Breton De La Martinière, Jean Baptiste Joseph (1777-1852)	1820	Spanien och Portugal, eller Innevånarnes seder, bruk och klädedrägter i dessa konungariken, tillika med deras historia i sammandrag; af m. Breton. Med ritningar i stentryck. Öfversättning. Stockholm. Tryckt hos direct. Henrik A. Nordström	NA
Breton De La Martinière, Jean Baptiste Joseph (1777-1852)	1820	Spanien och Portugal, eller Innevånarnes seder, bruk och klädedrägter i dessa konungariken, tillika med deras historia i sammandrag; af m. Breton. Med ritningar i stentryck. Öfversättning. Stockholm. Tryckt hos direct. Henrik A. Nordström	NA
Boerhaave, Hermann (1668-1738)	1799	Herman Boerhaave's Läro-satser om chirurgiske sjukdomars kännedom och läknings-sätt, med baron Gerhard van Swieten's förklaringar öfwer desamma. På swenska öfwersatte och til unge chirurgers tjenst utgifne. Stockholm, tryckt hos Joh	NA
Buffon, Georges Louis Leclerc De (1707-1788)	1806	Natural-historia af Buffon. I sammandrag för ungdom. Med hundratrettiofyra figurer. Öfversatt af Per Olof Gravander. ... Örebro, tryckt hos N.M. Lindh. På eget förlag. =1-4. 1806-1807.=	NA
Buffon, Georges Louis Leclerc De (1707-1788)	1806	Natural-historia af Buffon. I sammandrag för ungdom. Med hundratrettiofyra figurer. Öfversatt af Per Olof Gravander. ... Örebro, tryckt hos N.M. Lindh. På eget förlag. =1-4. 1806-1807.=	NA
Buffon, Georges Louis Leclerc De (1707-1788)	1806	Natural-historia af Buffon. I sammandrag för ungdom. Med hundratrettiofyra figurer. Öfversatt af Per Olof Gravander. ... Örebro, tryckt hos N.M. Lindh. På eget förlag. =1-4. 1806-1807.=	NA
Buffon, Georges Louis Leclerc De (1707-1788)	1807	Natural-historia af Buffon. I sammandrag för ungdom. Med hundratrettiofyra figurer. Öfversatt af Per Olof Gravander. ... Örebro, tryckt hos N.M. Lindh. På eget förlag. 1-4. 1806-1807	NA
Berzelius, Jacob (1779-1848)	1806	Föreläsningar i djurkemien, af J. Jacob Berzelius. =Stockholm. 1-2. 1806-1808.=	Naturvetenskap;Fysiologi;Zoologi
Berzelius, Jacob (1779-1848)	1808	Föreläsningar i djurkemien, af J. Jacob Berzelius. =Stockholm. 1-2. 1806-1808.=	Naturvetenskap;Fysiologi;Zoologi
Berzelius, Jacob (1779-1848)	1808	Lärbok i kemien. Af dr J. Jac. Berzelius ... Stockholm. =1-5. 1808-1828.= 8:o, [4-5:	Kemi
Berzelius, Jacob (1779-1848)	1812	Lärbok i kemien. Af dr J. Jac. Berzelius ... Stockholm. =1-5. 1808-1828.= 8:o, [4-5:	Kemi
Berzelius, Jacob (1779-1848)	1818	Lärbok i kemien. Af dr J. Jac. Berzelius ... Stockholm. =1-5. 1808-1828.= 8:o, [4-5:	Kemi
Berzelius, Jacob (1779-1848)	1827	Lärbok i kemien. Af dr J. Jac. Berzelius ... Stockholm. =1-5. 1808-1828.= 8:o, [4-5:	Kemi
Berzelius, Jacob (1779-1848)	1828	Lärbok i kemien. Af dr J. Jac. Berzelius ... Stockholm. =1-5. 1808-1828.= 8:o, [4-5:	Kemi
Bethén, Gabriel (1724-1784)	1770	Ordens- och riddare-historien. =(Pl.titelbl.)=/Gabriel Bethén.) =Stockholm. 1. 1770.=	NA
Dippold, Hans Karl (1783-1811)	1817	Verldshistoriens resultater; af H.C. Dippold ... En handbok för hvarje bildad läsare. Stockholm, hos Zacharias Haeggström. =1-2. 1817.=	NA
Dippold, Hans Karl (1783-1811)	1817	Verldshistoriens resultater; af H.C. Dippold ... En handbok för hvarje bildad läsare. Stockholm, hos Zacharias Haeggström. =1-2. 1817.=	NA
Dippold, Hans Karl (1783-1811)	1817	Föreläsningar öfver allmänna historien, af H.C. Dippold ... En handbok, i synnerhet för bildade ynglingar. Stockholm, hos Zacharias Haeggström. =1-2. 1817=	NA
Dippold, Hans Karl (1783-1811)	1817	Föreläsningar öfver allmänna historien, af H.C. Dippold ... En handbok, i synnerhet för bildade ynglingar. Stockholm, hos Zacharias Haeggström. =1-2. 1817=	NA
Kinmanson, Daniel Leonard (1779-1853)	1807	Samtal i physiken för ungdom, af Dan. Leon. Kinmanson ... Stockholm, tryckt hos C.F. Marqvard. =(Pl.titelbl.) 1. 1807.=	Naturvetenskap
Treschow, Niels (1751-1833)	1817	Politisk Catechismus. =Anon=. Stockholm 1817, trykt, hos Geo. Löwegren	NA
Nordencrantz, Anders (1697-1772)	1767	Tankar om krig i gemen och Sweriges krig i synnerhet, samt hwaruti Sweriges rätta och sanskyldiga interesse består: skrifwit år 1758, och hörer til et större wärk, som på hög wederbörlig befallning blifwit författadt, men icke förr kunnat	NA
Nordencrantz, Anders (1697-1772)	1772	Tankar om krig i gemen och Sweriges krig i synnerhet, samt hwaruti Sweriges rätta och sanskyldiga interesse består: skrifwit år 1758, och hörer til et större wärk, som på hög wederbörlig befallning blifwit författadt, men icke förr kunnat	NA
Lemström, Henric (1740-1771)	1769	Riksdags-mål. =Anon. 1-2. 1769=	NA
Lemström, Henric (1740-1771)	1769	Riksdags-mål. =Anon. 1-2. 1769=	NA
Munck Af Rosenschöld, Eberhard Zacharias (1775-1840)	1809	Engelska regeringsättet, till sin grund och utöfning. Af en i London vistande svensk. Stockholm, tryckt hos Joh. Pehr Lindh. =1. 1809=	NA
NA	1818	Om närings-frihet. =Stockholm. 1-5. 1818-20=	NA
NA	1818	Om närings-frihet. =Stockholm. 1-5. 1818-20=	NA
NA	1818	Om närings-frihet. =Stockholm. 1-5. 1818-20=	NA
NA	1818	Om närings-frihet. =Stockholm. 1-5. 1818-20=	NA
NA	1820	Om närings-frihet. =Stockholm. 1-5. 1818-20=	NA
NA	1819	Fragmenter, rörande lagstiftning, stats-förwaltning, finans, statistik; til det mesta hämtade ur sednare tiders största statsmäns egna, eller af dem gillade och följda skrifter; jemte handlingar i dylika ämnen. Utgifne af et sällskap	NA
NA	1820	Fragmenter, rörande lagstiftning, stats-förwaltning, finans, statistik; til det mesta hämtade ur sednare tiders största statsmäns egna, eller af dem gillade och följda skrifter; jemte handlingar i dylika ämnen. Utgifne af et sällskap	NA
NA	1770	Gåshalfwan, ett politico-moralico-satirico-fanfaronistiskt arbete. Stockholm, tryckt i Grefingska tryckeriet. =1-2. 1770=	NA
NA	1770	Gåshalfwan, ett politico-moralico-satirico-fanfaronistiskt arbete. Stockholm, tryckt i Grefingska tryckeriet. =1-2. 1770=	NA
Schönberg, Anders (1737-1811)	1771	Owäldiga tankar öfwer skriften kallad: En adelsmans tankar om frälse- och ofrälse-ståndens rättigheter i befordrings-mål. =(Rubr.) Anon. Stockholm. 1-2. 2. uppl. 1771.=	NA
Schönberg, Anders (1737-1811)	1771	Owäldiga tankar öfwer skriften kallad: En adelsmans tankar om frälse- och ofrälse-ståndens rättigheter i befordrings-mål. =(Rubr.) Anon. Stockholm. 1-2. 2. uppl. 1771.=	NA
NA	1772	Harleqvins-tröjan. =(Rubr.) Stockholm. 1-2. 1772=	NA
NA	1772	Harleqvins-tröjan. =(Rubr.) Stockholm. 1-2. 1772=	NA
NA	1810	Gammalt nytt. Stockholm, tryckt i Marquardska tryckeriet. =1-2. 1810=	NA
NA	1810	Gammalt nytt. Stockholm, tryckt i Marquardska tryckeriet. =1-2. 1810=	NA
NA	1818	Statsborgerliga åsigter. Om behofvet af en ny embets- och lönereglering m.m. Stockholm, tryckt i Hedmanska tryckeriet. =1. 1818=	NA
Frölich, David Fredrik (1788-1862)	1829	Grundlags-tolkningar, rikets högloflige ständer och dess constitutions-utskott vördsamt tillegnade af David Frölich. Stockholm, Bernh. M. Bredberg. =1. 1829=	NA
Salander, Eric (1699-1764)	1751	Then swenska Orus. =Anon=. Stockholm, tryckt uti kongl. tryckeriet. =1-4. 1750-51.=	Nationalekonomi;Ekonomiska förhållanden
Dahlbom, Herman	1761	Förslager, til Sweriges handels befrämjande, af Herman Dahlbom. Stockholm, tryckt hos directeuren Lars Salvius. =1. 1761=	Handel
Leuhusen, Carl (1724-1795)	1761	Tankar om de rätta och sanskyldiga medel til Sweriges wälmåga. =Anon=. Stockholm, tryckt hos Nyström och Stolpe. =1-2. 1761-63=	Lantbruk;Ekonomiska förhållanden
Leuhusen, Carl (1724-1795)	1763	Tankar om de rätta och sanskyldiga medel til Sweriges wälmåga. =Anon=. Stockholm, tryckt hos Nyström och Stolpe. =1-2. 1761-63=	Lantbruk;Ekonomiska förhållanden
Say, Jean Baptiste (1767-1832)	1823	Afhandling uti statshushållningsläran, eller enkel framställning om sättet, huru förmögenhet uppkommer, fördelar sig och förbrukas; jemte ett sammandrag af hufvudgrunderna i statshushållningsläran. Af Jean-Baptiste Say. Öfversättning	Nationalekonomi;Ekonomiska förhållanden
Say, Jean Baptiste (1767-1832)	1824	Afhandling uti statshushållningsläran, eller enkel framställning om sättet, huru förmögenhet uppkommer, fördelar sig och förbrukas; jemte ett sammandrag af hufvudgrunderna i statshushållningsläran. Af Jean-Baptiste Say. Öfversättning	Nationalekonomi;Ekonomiska förhållanden
Hjerta, Gustaf (1791-1859)	1828	Om mynt, banker och riksgäld. Med afseende på närvarande förhållande inom fäderneslandet. Af Gustaf Hjerta. Stockholm, tryckt hos Fr. B. Nestius. =1. 1828=	NA
NA	1772	Försök til en naturlig finance-systeme. Stokholm, tryckt hos Henr. Fougt. Stora Nygatan huset n:o 104. =1. 1772=	NA
NA	1798	Magazin för literaturen, historien och stats-kunskapen. Stockholm. Joh. Sam. Ekmanson. =1. 1798=	NA
NA	1798	Skrifter af sällskapet för allmänne medborgerlige kunskaper. =Stockholm. 1-5. 1794-98=	NA
NA	1790	Allmänna magazinet, eller Nyttiga och nöjsamma ämnen; samlade til större delen utur kände snillens arbeten. Stockholm, tryckt hos J.C. Holmberg. =1. 1790=	NA
NA	1810	Skördaren för hjertat och förståndet. Utgifven af Carl från Carlsholm. Skara tryckt hos F.J. Leverentz. =1-4. 1810-12.=	NA
NA	1810	Skördaren för hjertat och förståndet. Utgifven af Carl från Carlsholm. Skara tryckt hos F.J. Leverentz. =1-4. 1810-12.=	NA
NA	1810	Skördaren för hjertat och förståndet. Utgifven af Carl från Carlsholm. Skara tryckt hos F.J. Leverentz. =1-4. 1810-12.=	NA
NA	1812	Skördaren för hjertat och förståndet. Utgifven af Carl från Carlsholm. Skara tryckt hos F.J. Leverentz. =1-4. 1810-12.=	NA
NA	1781	Thesaurus sveo-gothicus continens scripta varia, vel ab auctoribus svecis composita, vel res svecicas spectantia; collecta & edita a Car. Christoph. Gjörwell ... Holmiae typis Nordströmianis. =1. 1781=	NA
NA	1799	Vinter-qvällar. Stockholm, tryckt hos Henrik A. Nordström. =1. 1799=	NA
NA	1823	Nyttig och nöjsam läsning för fruntimmer. Stockholm. Tryckt hos direct. Henrik A. Nordström. =1. 1823=	NA
NA	1797	Samlingar. Stockholm, tryckt hos Henrik A. Nordström. =1. 1797=	NA
NA	1827	Samlingar uti blandade ämnen. =S. impr. 1. 1827=	NA
NA	1801	Valda samlingar i nyttiga och nöjsamma ämnen. Örebro, tryckt hos Nils Magnus Lindh. =1. 1801=	NA
NA	1806	Winterläsning. Samlad och utgifwen af Carl Enwallsson. Stockholm, tryckt hos Peter Sohm. På utgifwarens förlag. =1. 1806=	NA
Halldin, Johan Gustaf (1737-1825)	1798	Samling af skrifter i åtskilliga ämnen./(Johan Gustaf Halldin.) Götheborg. Tryckt hos Samuel Norberg. =1. 1798=	NA
Kryger, Johan Fredrik (1707-1777)	1761	=Tankar wid lediga stunder. Stockholm. 1-3. 1761-66=	NA
Kryger, Johan Fredrik (1707-1777)	1763	=Tankar wid lediga stunder. Stockholm. 1-3. 1761-66=	NA
Kryger, Johan Fredrik (1707-1777)	1766	=Tankar wid lediga stunder. Stockholm. 1-3. 1761-66=	NA
Malmström, Pehr (1758-1834)	1818	Skrifter i åtskilliga ämnen, af Pehr Malmström ... Stockholm. Tryckte i Cederborgska boktryckeriet. =1. 1818=	NA
Nordforss, Eric Ulric (1771-1806)	1800	Samlade skrifter. =Anon=. =Stockholm. 1-2. 1800=	NA
Nordforss, Eric Ulric (1771-1806)	1800	Samlade skrifter. =Anon=. =Stockholm. 1-2. 1800=	NA
Posse, Mauritz (1712-1787)	1758	Tanke-försök uti allehanda alfvarsamma och flyktiga ämnen. =Anon=. Stockholm. Tryckt [2-4:] Stockholm, tryckt uti P.J. Nyströms tryckeri. =1-4. 1758-59=	NA
Posse, Mauritz (1712-1787)	1758	Tanke-försök uti allehanda alfvarsamma och flyktiga ämnen. =Anon=. Stockholm. Tryckt [2-4:] Stockholm, tryckt uti P.J. Nyströms tryckeri. =1-4. 1758-59=	NA
Posse, Mauritz (1712-1787)	1758	Tanke-försök uti allehanda alfvarsamma och flyktiga ämnen. =Anon=. Stockholm. Tryckt [2-4:] Stockholm, tryckt uti P.J. Nyströms tryckeri. =1-4. 1758-59=	NA
Posse, Mauritz (1712-1787)	1759	Tanke-försök uti allehanda alfvarsamma och flyktiga ämnen. =Anon=. Stockholm. Tryckt [2-4:] Stockholm, tryckt uti P.J. Nyströms tryckeri. =1-4. 1758-59=	NA
Wingård, Johan Didrik Af (1778-1854)	1828	Håkan Westgöthe. Läsning för menigeman. Tillegnad swenska allmogen, af en anförwandt. =Anon=. Götheborg, tryckt hos Sam. Norberg. =1. 1828=	NA
NA	1820	Samling af de äldsta folkslagens religions-urkunder öfver deras religionsbegrepp och mysterier. =Stockholm. 1-2. 1820=	NA
NA	1820	Samling af de äldsta folkslagens religions-urkunder öfver deras religionsbegrepp och mysterier. =Stockholm. 1-2. 1820=	NA
Tressan, Maurice élisabeth De Lavergne De (1749-1809)	1810	Mythologien jämförd med historien. Öfversättning./(l'abbé de Tressan.) Skara, hos F.J. Leverentz. =1-4. 1810-11.=	NA
Tressan, Maurice élisabeth De Lavergne De (1749-1809)	1810	Mythologien jämförd med historien. Öfversättning./(l'abbé de Tressan.) Skara, hos F.J. Leverentz. =1-4. 1810-11.=	NA
Tressan, Maurice élisabeth De Lavergne De (1749-1809)	1811	Mythologien jämförd med historien. Öfversättning./(l'abbé de Tressan.) Skara, hos F.J. Leverentz. =1-4. 1810-11.=	NA
Tressan, Maurice élisabeth De Lavergne De (1749-1809)	1811	Mythologien jämförd med historien. Öfversättning./(l'abbé de Tressan.) Skara, hos F.J. Leverentz. =1-4. 1810-11.=	NA
NA	1778	Första grunderne til en praktisk afhandling om wexel-coursen. Öfversättning. =1-2. 1778-79.=	NA
NA	1779	Första grunderne til en praktisk afhandling om wexel-coursen. Öfversättning. =1-2. 1778-79.=	NA
Schulzenheim, David Von (1732-1823)	1794	Bref om rikets penninge-verk och allmänna hushållning. Af D.v.S. Stockholm, tryckt hos Anders Zetterberg. =1-2. 1794-96.=	NA
NA	1759	Förråd eller samling af åtskilliga historiska, moraliska och andra ämnen. Första delen. Stockholm, tryckt hos direct. Lars Salvius, 1760. =1-3. 1759-60.=	NA
NA	1759	Förråd eller samling af åtskilliga historiska, moraliska och andra ämnen. Första delen. Stockholm, tryckt hos direct. Lars Salvius, 1760. =1-3. 1759-60.=	NA
NA	1760	Förråd eller samling af åtskilliga historiska, moraliska och andra ämnen. Första delen. Stockholm, tryckt hos direct. Lars Salvius, 1760. =1-3. 1759-60.=	NA
NA	1771	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, til landt-boars nöje och tjenst. =1-6. 1771-87.=	NA
NA	1771	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, til landt-boars nöje och tjenst. =1-6. 1771-87.=	NA
NA	1771	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, til landt-boars nöje och tjenst. =1-6. 1771-87.=	NA
NA	1771	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, til landt-boars nöje och tjenst. =1-6. 1771-87.=	NA
NA	1786	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, til landt-boars nöje och tjenst. =1-6. 1771-87.=	NA
NA	1787	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, til landt-boars nöje och tjenst. =1-6. 1771-87.=	NA
NA	1784	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, till landt-boars nöje och tjenst. Andra uplagan. Stockholm, tryckt hos Peter Hesselberg. =1-4. 1784.=	NA
NA	1784	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, till landt-boars nöje och tjenst. Andra uplagan. Stockholm, tryckt hos Peter Hesselberg. =1-4. 1784.=	NA
NA	1784	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, till landt-boars nöje och tjenst. Andra uplagan. Stockholm, tryckt hos Peter Hesselberg. =1-4. 1784.=	NA
NA	1784	Landt-bibliothek, innehållande underrättelser om nya böcker och skrifter, jämte åtskilliga andra ämnen, till landt-boars nöje och tjenst. Andra uplagan. Stockholm, tryckt hos Peter Hesselberg. =1-4. 1784.=	NA
NA	1783	Lecture för fruntimmer. Första bandet. Stockholm, hos M. Swederus, k.a.b. =1-2. 1783-87.=	NA
NA	1784	Lecture för fruntimmer. Första bandet. Stockholm, hos M. Swederus, k.a.b. =1-2. 1783-87.=	NA
NA	1810	Läsning i hvarjehanda utgifven af L. Hammarsköld. Skara, hos F.J. Leverentz. =1-2. 1810.=	NA
NA	1810	Läsning i hvarjehanda utgifven af L. Hammarsköld. Skara, hos F.J. Leverentz. =1-2. 1810.=	NA
NA	1770	Almänna magazinet, samlat och utgifwit af C.C. Gjörwell. Stockholm, tryckt i kongl. finska boktryckeriet, hos Johan Arvid Carlbohm. =1. 1770-71.=	NA
NA	1754	Stockholmisches Magazin, darinnen kleine schwedische Schriften, welche die Geschichte, Staatsklugheit und Naturforschung betreffen, nebst neuen Berichten von den königlichen schwedischen Academien der Wissenschaften, hohen Schulen und	NA
NA	1755	Stockholmisches Magazin, darinnen kleine schwedische Schriften, welche die Geschichte, Staatsklugheit und Naturforschung betreffen, nebst neuen Berichten von den königlichen schwedischen Academien der Wissenschaften, hohen Schulen und	NA
NA	1756	Stockholmisches Magazin, darinnen kleine schwedische Schriften, welche die Geschichte, Staatsklugheit und Naturforschung betreffen, nebst neuen Berichten von den königlichen schwedischen Academien der Wissenschaften, hohen Schulen und	NA
NA	1791	Mina ledige stunder. Wenersborg, tryckt uti Swanholmska tryckeriet, af Peter Kindmark. =1. 1791.=	NA
Gjörwell, Carl Christoffer (1731-1811)	1805	Stats- och regente-längd, med tilfogade orter och personer. Stockholm, tryckt hos Peter Sohm. =1. 1805.=	NA
Rådberg, Adolf Fredrik (1789-1853)	1815	Bref till fröken von S eller Läsning för bildade fruntimmer i ästhetiska, religiösa, filosofiska och politiska ämnen. =Anon.= Stockholm, tryckte hos Carl Delén. =1. 1815.=	NA
Schopenhauer, Johanna (1766-1838)	1826	Resa ifrån Paris genom södra Frankrike till Chamouny, af Johanna Schopenhauer. Öfversättning från andra uplagan. Mariefred, Collin & comp	NA
Schopenhauer, Johanna (1766-1838)	1827	Resa ifrån Paris genom södra Frankrike till Chamouny, af Johanna Schopenhauer. Öfversättning från andra uplagan. Mariefred, Collin & comp	NA
Hall, Basil (1788-1844)	1826	Utdrag ur en dagbok, förd på kusterna af Chili, Peru och Mexico åren 1820, 1821, 1822 af Basil Hall ... Öfversättning. Mariefred, Collin & comp	NA
Hall, Basil (1788-1844)	1827	Utdrag ur en dagbok, förd på kusterna af Chili, Peru och Mexico åren 1820, 1821, 1822 af Basil Hall ... Öfversättning. Mariefred, Collin & comp	NA
NA	1788	Samling af några smärre rese-beskrifningar. =Göteborg. 1-3. 1788-89=	NA
NA	1788	Samling af några smärre rese-beskrifningar. =Göteborg. 1-3. 1788-89=	NA
NA	1789	Samling af några smärre rese-beskrifningar. =Göteborg. 1-3. 1788-89=	NA
Deperthes, Jean Louis Hubert Simon (1730-1792)	1818	Historier om skeppsbrott, eller Samling af märkvärdiga beskrifningar om skeppsbrott, vinterliggningar, eldsvådor och andra olyckshändelser till sjös, som inträffat från det femtonde århundradet intill vår tid, af Deperthes. Örebro, tryckt	NA
Deperthes, Jean Louis Hubert Simon (1730-1792)	1818	Historier om skeppsbrott, eller Samling af märkvärdiga beskrifningar om skeppsbrott, vinterliggningar, eldsvådor och andra olyckshändelser till sjös, som inträffat från det femtonde århundradet intill vår tid, af Deperthes. Örebro, tryckt	NA
Deperthes, Jean Louis Hubert Simon (1730-1792)	1819	Historier om skeppsbrott, eller Samling af märkvärdiga beskrifningar om skeppsbrott, vinterliggningar, eldsvådor och andra olyckshändelser till sjös, som inträffat från det femtonde århundradet intill vår tid, af Deperthes. Örebro, tryckt	NA
NA	1804	Rese-äfwentyr samlade och utgifne af Christ. Aug. Fischer. Öfwersätning ifrån tyskan af Carl C. Gjörwell. =Stockholm. 1-3. 1804-05=	NA
NA	1804	Rese-äfwentyr samlade och utgifne af Christ. Aug. Fischer. Öfwersätning ifrån tyskan af Carl C. Gjörwell. =Stockholm. 1-3. 1804-05=	NA
NA	1805	Rese-äfwentyr samlade och utgifne af Christ. Aug. Fischer. Öfwersätning ifrån tyskan af Carl C. Gjörwell. =Stockholm. 1-3. 1804-05=	NA
NA	1803	Samling af korta resebeskrifningar. Af C. Weltzin. Stockholm, tryckt hos Henrik A. Nordström. =1-3. 1803-06=	NA
NA	1805	Samling af korta resebeskrifningar. Af C. Weltzin. Stockholm, tryckt hos Henrik A. Nordström. =1-3. 1803-06=	NA
NA	1806	Samling af korta resebeskrifningar. Af C. Weltzin. Stockholm, tryckt hos Henrik A. Nordström. =1-3. 1803-06=	NA
Reichardt, Johann Friedrich (1752-1814)	1812	Förtroliga bref, skrifna på en resa till Wien och österrikiska staterna i slutet af år 1808 och i början af 1809, af Joh. Fred. Reichardt. Öfversättning i sammandrag. Örebro, tryckt hos Nils Magnus Lindh. =1-2. 1812=	NA
Reichardt, Johann Friedrich (1752-1814)	1812	Förtroliga bref, skrifna på en resa till Wien och österrikiska staterna i slutet af år 1808 och i början af 1809, af Joh. Fred. Reichardt. Öfversättning i sammandrag. Örebro, tryckt hos Nils Magnus Lindh. =1-2. 1812=	NA
Schopenhauer, Johanna (1766-1838)	1827	Johanna Schopenhauers Resa genom södra Frankrike. Öfversättning från andra tyska upplagan, af C R Stockholm, hos Zacharias Hæggström. =1-2. 1827=	NA
Schopenhauer, Johanna (1766-1838)	1827	Johanna Schopenhauers Resa genom södra Frankrike. Öfversättning från andra tyska upplagan, af C R Stockholm, hos Zacharias Hæggström. =1-2. 1827=	NA
Scrofani, Saverio (1756-1835)	1806	Resa i Grekeland 1794 och 1795 af Xavier Scrofani ... Öfversatt af G.A. af Sillén. =Stockholm. 1-3. 1806=	NA
Scrofani, Saverio (1756-1835)	1806	Resa i Grekeland 1794 och 1795 af Xavier Scrofani ... Öfversatt af G.A. af Sillén. =Stockholm. 1-3. 1806=	NA
Scrofani, Saverio (1756-1835)	1806	Resa i Grekeland 1794 och 1795 af Xavier Scrofani ... Öfversatt af G.A. af Sillén. =Stockholm. 1-3. 1806=	NA
Gosselman, Carl August (1799-1843)	1828	Resa i Colombia, åren 1825 och 1826. Af Carl August Gosselman ... Nyköping: tryckt hos P.E. Winge. =1-2. 1828=	NA
Keate, George (1729-1797)	1793	Beskrifning om Pelju-öarne, uti Stilla hafwet belägne, och hwilka, i anledning af et wid desamma år 1783 lidet skeppsbrott, besöktes af Henric Wilson ... Författad af Georg Keate ... sammandragen af Joach. Henr. Campe ... Öfwersätning	NA
Keate, George (1729-1797)	1793	Beskrifning om Pelju-öarne, uti Stilla hafwet belägne, och hwilka, i anledning af et wid desamma år 1783 lidet skeppsbrott, besöktes af Henric Wilson ... Författad af Georg Keate ... sammandragen af Joach. Henr. Campe ... Öfwersätning	NA
Zetterstedt, J W (1785-1874)	1822	Resa genom Sweriges och Norriges lappmarker, förrättad år 1821; af Johan Wilhelm Zetterstedt ... Lund, tryckt i Berlingska boktryckeriet. =1-2. 1822=	Resenärer;Resenärer;Resenärer;Resenärer
Zetterstedt, J W (1785-1874)	1822	Resa genom Sweriges och Norriges lappmarker, förrättad år 1821; af Johan Wilhelm Zetterstedt ... Lund, tryckt i Berlingska boktryckeriet. =1-2. 1822=	Resenärer;Resenärer;Resenärer;Resenärer
NA	1781	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1781	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1781	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1782	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1782	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1782	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1781	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1792	Tusende och en afton-stund, eller Samling af utwalda chinesiske och andre orientaliske sagor. =Stockholm. 1-8. 1781-92=	NA
NA	1786	Tusende och en afton-stund, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1-6. 1786-98=	NA
NA	1790	Tusende och en afton-stund, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1-6. 1786-98=	NA
NA	1792	Tusende och en afton-stund, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1-6. 1786-98=	NA
NA	1793	Tusende och en afton-stund, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1-6. 1786-98=	NA
NA	1794	Tusende och en afton-stund, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1-6. 1786-98=	NA
NA	1798	Tusende och en afton-stund, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1-6. 1786-98=	NA
NA	1798	Tusende och en afton-stunder, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1, 3-4. 1798-1809=	NA
NA	1800	Tusende och en afton-stunder, eller Samling af utwalde chinesiske och andre orientaliske sagor. =Stockholm. 1, 3-4. 1798-1809=	NA
