1,1,c:stcv:3101797,und,[16--?],1600,[YY--?],,,YYYY,a::91.0001:1,s.l.,oip,ext,ext,normal,a::06.4053:1,s.n.
1,2,c:stcv:3101833,und,,1679,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.4,Michiel Knobbaert
1,3,c:stcv:3101873,und,,1682,YYYY,,,YYYY,a::91.493.3000:1,Louvain,oip,ext,ext,normal,a::06.157:1,"Hullegaerde, Martinus"
1,4,c:stcv:3101924,und,,1687,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.3,Martinvs Hvllegaerde
1,5,c:stcv:3101926,und,,1682,YYYY,,,YYYY,a::91.493.3000:1,Louvain,oip,ext,ext,normal,a::06.157:1,"Hullegaerde, Martinus"
1,6,c:stcv:3101949,bsl,,1698,YYYY,,,YYYY,a::91.493.1000:1.14,Brussel,oip,fp,fp,normal,a::06.2859:1.1,Lambert Marchant
1,7,c:stcv:3101960,und,,1675,YYYY,,,YYYY,a::91.493.2800:1.3,Mechelen,oip,fp,fp,normal,a::06.276:1.2,Gysbrecht Lints
1,8,c:stcv:3101962,und,[16--?],1600,[YY--?],,,YYYY,a::91.0001:1,s.l.,oip,ext,ext,normal,a::06.4053:1,s.n.
1,9,c:stcv:3101975,und,,1663,YYYY,,,YYYY,a::91.493.2000:1.28,Hantwerpen,oip,fp,fp,normal,a::06.2549:1.4,Henderick Aertssen
1,10,c:stcv:3101989,pbl,,1676,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.2,Martinus Hullegaerde
1,11,c:stcv:3101998,und,,1671,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,12,c:stcv:3102002,und,,1680,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.2,Martinus Hullegaerde
1,13,c:stcv:3102011,und,,1683,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.2,Martinus Hullegaerde
1,14,c:stcv:3102021,und,,1660,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,15,c:stcv:3102026,und,,1617,(YYYY-),,,YYYY,a::91.0001:1,s.l.,oip,ext,ext,normal,a::06.4053:1,s.n.
1,16,c:stcv:3102073,und,,1671,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,17,c:stcv:3102087,und,,1671,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,18,c:stcv:3102110,bslb,,1682,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.2,Martinus Hullegaerde
1,19,c:stcv:3102120,und,,1665,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,20,c:stcv:3102147,und,[16--?],1600,[YY--?],,,YYYY,a::91.0001:1,s.l.,oip,ext,ext,normal,a::06.4053:1,s.n.
1,21,c:stcv:3102192,und,[16--?],1600,[YY--?],,,YYYY,a::91.0001:1,s.l.,oip,ext,ext,normal,a::06.4053:1,s.n.
1,22,c:stcv:3102211,und,,1669,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,23,c:stcv:3102331,und,,1670,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,24,c:stcv:3102511,und,,1683,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.4,Michiel Knobbaert
1,25,c:stcv:3102611,und,,1648,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.3002:1.10,weduwe van I. Cnobbaert
1,26,c:stcv:3102674,und,,1675,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.4,Michiel Knobbaert
1,27,c:stcv:3102720,und,,1675,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,28,c:stcv:3102883,prtb,,1687,YYYY,,,YYYY,a::91.493.9000:1.6,Ghendt,oip,fp,fp,normal,a::06.1163:1.3,Jan Danckaert
1,29,c:stcv:3103008,und,,1668,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,30,c:stcv:3103049,und,,1667,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,31,c:stcv:3103192,und,,1676,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.4,Michiel Knobbaert
1,32,c:stcv:3103231,und,,1688,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.1438:1.2,Guiliam Stryckwant
1,33,c:stcv:3103247,und,,1691,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.1438:1.2,Guiliam Stryckwant
1,34,c:stcv:3103257,prtb,,1684,YYYY,,,YYYY,a::91.493.9000:1.6,Ghendt,oip,fp,fp,normal,a::06.1163:1.3,Jan Danckaert
1,35,c:stcv:3103555,und,,1693,YYYY,,,YYYY,a::91.493.9000:1.6,Ghendt,oip,fp,fp,normal,a::06.1163:1.3,Jan Danckaert
1,36,c:stcv:3103591,und,,1682,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.2,Martinus Hullegaerde
1,37,c:stcv:3103614,und,,1662,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,38,c:stcv:3103660,und,[16--?],1600,[YY--?],,,YYYY,a::91.0001:1,s.l.,oip,ext,ext,normal,a::06.4053:1,s.n.
1,39,c:stcv:3103675,und,,1689,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.157:1.2,Martinus Hullegaerde
1,40,c:stcv:3103694,bslb,,1689,YYYY,,,YYYY,a::91.493.9000:1.6,Ghendt,oip,fp,fp,normal,a::06.1163:1.3,Jan Danckaert
1,41,c:stcv:3103725,und,,1688,YYYY,,,YYYY,a::91.493.3000:1.5,Loven,oip,fp,fp,normal,a::06.1438:1.2,Guiliam Stryckwant
1,42,c:stcv:3103727,und,,1665,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
1,43,c:stcv:3103732,und,,1664,YYYY,,,YYYY,a::91.493.2000:1.43,Antwerpen,oip,fp,fp,normal,a::06.2927:1.2,Michiel Cnobbaert
