1,160,a::920.41038:1.1,,Cépari,aut,oip,fp,Virgilio,"Cépari, Virgilio",1564-1631,Virgilivs Cepari,c:stcv:3106817
2,161,a::920.41559:1.1,,Susius,trl,oip,fp,Jacobus,"Susius, Jacobus",1590-1639,Iacobvs Svsivs,c:stcv:3106817
3,162,a::920.41560:1,,"Mallery, van",ill,oip,doc,Philips,"Mallery, van, Philips",1598-1626,"Mallery, van, Philips",c:stcv:3106817
1,163,a::920.41561:1.1,,"Smidt, de",aut,oip,fp,Franciscus,"Smidt, de, Franciscus",1576-1659,Franciscvs de Smidt,c:stcv:3106835
2,164,a::920.41562:1,,Somer,ill,oip,doc,W.,"Somer, W.",,"Somer, W.",c:stcv:3106835
1,165,a::920.41563:1.1,,"Sterre, vander",aut,oip,fp,Joannes Chrysostomus,"Sterre, vander, Joannes Chrysostomus",1591-1652,Ioann. Chrysostomvs vander Sterre,c:stcv:3106851
2,166,a::920.5595:1,,Galle,ill,oip,doc,Joannes,"Galle, Joannes",1600-1676,"Galle, Joannes",c:stcv:3106851
3,167,a::920.7957:1,sr.,Galle,ill,oip,doc,Cornelius,"Galle, Cornelius [sr.]",1576-1650,"Galle, Cornelius [sr.]",c:stcv:3106851
1,168,a::920.41038:1.2,,Cépari,aut,oip,fp,Virgilio,"Cépari, Virgilio",1564-1631,Virgilivs Ceparivs,c:stcv:3106882
2,169,a::920.41564:1.1,,"Fraye, de",trl,oip,fp,Leonardus,"Fraye, de, Leonardus",1560-1625,Leonardvs de Fraye,c:stcv:3106882
3,170,a::920.41523:1,,Collaert,ill,oip,ext,Jan II,"Collaert, Jan II",1566-1628,"Collaert, Jan II",c:stcv:3106882
1,171,a::920.4160:1.1,,Poirters,aut,oip,fp,Adrianus,"Poirters, Adrianus",1605-1674,Adrianvs Poirters,c:stcv:3106908
1,172,a::920.4160:1.2,,Poirters,aut,oip,fp,Adrianus,"Poirters, Adrianus",1605-1674,eenen priester der societeyt Iesv,c:stcv:3106915
2,173,a::920.41565:1,,Fruytiers,ill,oip,doc,Philip,"Fruytiers, Philip",1610-1666,"Fruytiers, Philip",c:stcv:3106915
3,174,a::920.41514:1,,Bouttats,ill,oip,doc,Frederik,"Bouttats, Frederik",1590-1661,"Bouttats, Frederik",c:stcv:3106915
1,175,a::920.22789:1.2,,Bourgeois,aut,oip,fp,Joannes,"Bourgeois, Joannes",1574-1653,Ioannes Bovrgeois,c:stcv:3106927
2,176,a::920.21812:1.2,,"Bolswert, à",ill,oip,fp,Boëtius Adamsz.,"Bolswert, à, Boëtius Adamsz.",c.1580-1633,Boetivs a Bolswert,c:stcv:3106927
3,177,a::920.5268:1,,Rosweyde,trl,oip,ext,Heribert,"Rosweyde, Heribert",1569-1629,"Rosweyde, Heribert",c:stcv:3106927
1,178,a::920.3966:1.6,,Jerome,aut,oip,fp,,Jerome,c.345-419,H. Hieronymvs,c:stcv:3106944
2,179,a::920.5268:1.2,,Rosweyde,com,oip,fp,Heribert,"Rosweyde, Heribert",1569-1629,Heribertvs Ros-weydvs,c:stcv:3106944
3,180,a::920.106892:1.1,,I.V.S.,ill,oip,fp,,I.V.S.,,I.V.S.,c:stcv:3106944
1,181,a::920.5268:1.2,,Rosweyde,aut,oip,fp,Heribert,"Rosweyde, Heribert",1569-1629,Heribertvs Ros-weydvs,c:stcv:3106990
2,182,a::920.41502:1,,"Jode, de",ill,oip,doc,Petrus,"Jode, de, Petrus",1606-na 1674,"Jode, de, Petrus",c:stcv:3106990
3,183,a::920.41566:1,,"Mechelen, van",ill,oip,doc,L.,"Mechelen, van, L.",,"Mechelen, van, L.",c:stcv:3106990
4,184,a::920.41460:1,,Cnobbaert,ill,oip,doc,Jan,"Cnobbaert, Jan",1590-1637,"Cnobbaert, Jan",c:stcv:3106990
5,185,a::920.41569:1,widow,Cnobbaert,ill,oip,doc,Jan,"Cnobbaert, Jan [widow]",,"Cnobbaert, Jan [widow]",c:stcv:3106990
